,company,Equity Capital,Reserves,Borrowings,Long term Borrowings,Other Liabilities,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets,Land,Building,Plant Machinery,Equipments,Computers,Furniture n fittings,Vehicles,Other fixed assets,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets,Inventories,Trade receivables,Cash Equivalents,Short term loans,Other asset items,Total Assets,valuation
0,/company/519279/,4.09,0.88,0.01,0.01,2.68,2.23,,0.45,7.66,0.50,,,,,,,,,,,0.00,0.00,7.16,0.05,3.86,1.43,0.00,1.82,7.66,-2.565
